Type,Object,count,Group,Items,NItems,Proportion
minecraft:crafting_shaped,light_gray_stained_glass,8,stained_glass,"['glass', 'light_gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,light_gray_stained_glass_pane,16,stained_glass_pane,['light_gray_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,light_gray_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'light_gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,light_gray_terracotta,8,stained_terracotta,"['terracotta', 'light_gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,light_gray_wool,1,wool,"['light_gray_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,light_weighted_pressure_plate,1,,['gold_ingot'],[2],[1.0]
minecraft:crafting_shaped,lime_banner,1,banner,"['lime_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,lime_bed,1,bed,"['lime_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,lime_bed,1,dyed_bed,"['white_bed', 'lime_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,lime_candle,1,dyed_candle,"['candle', 'lime_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,lime_carpet,3,carpet,['lime_wool'],[2],[1.0]
minecraft:crafting_shaped,lime_carpet,8,carpet,"['white_carpet', 'lime_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,lime_concrete_powder,8,concrete_powder,"['lime_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,lime_dye,2,,"['green_dye', 'white_dye']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,lime_dye,1,,['sea_pickle'],[1],[1.0]
minecraft:smelting,lime_glazed_terracotta,1,,['lime_terracotta'],[1],[1.0]
minecraft:crafting_shaped,lime_stained_glass,8,stained_glass,"['glass', 'lime_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,lime_stained_glass_pane,16,stained_glass_pane,['lime_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,lime_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'lime_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,lime_terracotta,8,stained_terracotta,"['terracotta', 'lime_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,lime_wool,1,wool,"['lime_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,lodestone,1,,"['netherite_ingot', 'chiseled_stone_bricks']","[1, 8]","[0.1111111111111111, 0.8888888888888888]"
minecraft:crafting_shaped,loom,1,,"['planks', 'string']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,magenta_banner,1,banner,"['magenta_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,magenta_bed,1,bed,"['magenta_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,magenta_bed,1,dyed_bed,"['white_bed', 'magenta_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,magenta_candle,1,dyed_candle,"['candle', 'magenta_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,magenta_carpet,3,carpet,['magenta_wool'],[2],[1.0]
minecraft:crafting_shaped,magenta_carpet,8,carpet,"['white_carpet', 'magenta_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,magenta_concrete_powder,8,concrete_powder,"['magenta_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,magenta_dye,1,magenta_dye,['allium'],[1],[1.0]
minecraft:crafting_shapeless,magenta_dye,3,magenta_dye,"['blue_dye', 'red_dye', 'pink_dye']","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shapeless,magenta_dye,4,magenta_dye,"['blue_dye', 'red_dye', 'white_dye']","[1, 2, 1]","[0.25, 0.5, 0.25]"
minecraft:crafting_shapeless,magenta_dye,2,magenta_dye,['lilac'],[1],[1.0]
minecraft:crafting_shapeless,magenta_dye,2,magenta_dye,"['purple_dye', 'pink_dye']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,magenta_glazed_terracotta,1,,['magenta_terracotta'],[1],[1.0]
minecraft:crafting_shaped,magenta_stained_glass,8,stained_glass,"['glass', 'magenta_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,magenta_stained_glass_pane,16,stained_glass_pane,['magenta_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,magenta_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'magenta_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,magenta_terracotta,8,stained_terracotta,"['terracotta', 'magenta_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,magenta_wool,1,wool,"['magenta_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,magma_block,1,,['magma_cream'],[4],[1.0]
minecraft:crafting_shapeless,magma_cream,1,,"['blaze_powder', 'slime_ball']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,mangrove_boat,1,boat,['mangrove_planks'],[5],[1.0]
minecraft:crafting_shapeless,mangrove_button,1,wooden_button,['mangrove_planks'],[1],[1.0]
minecraft:crafting_shapeless,mangrove_chest_boat,1,chest_boat,"['chest', 'mangrove_boat']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,mangrove_door,3,wooden_door,['mangrove_planks'],[6],[1.0]
minecraft:crafting_shaped,mangrove_fence,3,wooden_fence,"['stick', 'mangrove_planks']","[2, 4]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,mangrove_fence_gate,1,wooden_fence_gate,"['stick', 'mangrove_planks']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shapeless,mangrove_planks,4,planks,['mangrove_logs'],[1],[1.0]
minecraft:crafting_shaped,mangrove_pressure_plate,1,wooden_pressure_plate,['mangrove_planks'],[2],[1.0]
minecraft:crafting_shaped,mangrove_sign,3,wooden_sign,"['mangrove_planks', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,mangrove_slab,6,wooden_slab,['mangrove_planks'],[3],[1.0]
minecraft:crafting_shaped,mangrove_stairs,4,wooden_stairs,['mangrove_planks'],[6],[1.0]
minecraft:crafting_shaped,mangrove_trapdoor,2,wooden_trapdoor,['mangrove_planks'],[6],[1.0]
minecraft:crafting_shaped,mangrove_wood,3,bark,['mangrove_log'],[4],[1.0]
minecraft:crafting_shaped,map,1,,"['paper', 'compass']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,melon,1,,['melon_slice'],[9],[1.0]
minecraft:crafting_shapeless,melon_seeds,1,,['melon_slice'],[1],[1.0]
minecraft:crafting_shaped,minecart,1,,['iron_ingot'],[5],[1.0]
minecraft:crafting_shapeless,mojang_banner_pattern,1,,"['paper', 'enchanted_golden_apple']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,mossy_cobblestone,1,mossy_cobblestone,"['cobblestone', 'moss_block']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,mossy_cobblestone,1,mossy_cobblestone,"['cobblestone', 'vine']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,mossy_cobblestone_slab,6,,['mossy_cobblestone'],[3],[1.0]
minecraft:stonecutting,mossy_cobblestone_slab,1,,['mossy_cobblestone'],[1],[1.0]
minecraft:crafting_shaped,mossy_cobblestone_stairs,4,,['mossy_cobblestone'],[6],[1.0]
minecraft:stonecutting,mossy_cobblestone_stairs,1,,['mossy_cobblestone'],[1],[1.0]
minecraft:crafting_shaped,mossy_cobblestone_wall,6,,['mossy_cobblestone'],[6],[1.0]
minecraft:stonecutting,mossy_cobblestone_wall,1,,['mossy_cobblestone'],[1],[1.0]
minecraft:crafting_shapeless,mossy_stone_bricks,1,mossy_stone_bricks,"['stone_bricks', 'moss_block']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,mossy_stone_bricks,1,mossy_stone_bricks,"['stone_bricks', 'vine']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,mossy_stone_brick_slab,6,,['mossy_stone_bricks'],[3],[1.0]
minecraft:stonecutting,mossy_stone_brick_slab,1,,['mossy_stone_bricks'],[1],[1.0]
minecraft:crafting_shaped,mossy_stone_brick_stairs,4,,['mossy_stone_bricks'],[6],[1.0]
minecraft:stonecutting,mossy_stone_brick_stairs,1,,['mossy_stone_bricks'],[1],[1.0]
minecraft:crafting_shaped,mossy_stone_brick_wall,6,,['mossy_stone_bricks'],[6],[1.0]
minecraft:stonecutting,mossy_stone_brick_wall,1,,['mossy_stone_bricks'],[1],[1.0]
minecraft:crafting_shaped,moss_carpet,3,carpet,['moss_block'],[2],[1.0]
minecraft:crafting_shapeless,muddy_mangrove_roots,1,,"['mud', 'mangrove_roots']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,mud_bricks,4,,['packed_mud'],[4],[1.0]
minecraft:crafting_shaped,mud_brick_slab,6,,['mud_bricks'],[3],[1.0]
minecraft:stonecutting,mud_brick_slab,1,,['mud_bricks'],[1],[1.0]
minecraft:crafting_shaped,mud_brick_stairs,4,,['mud_bricks'],[6],[1.0]
minecraft:stonecutting,mud_brick_stairs,1,,['mud_bricks'],[1],[1.0]
minecraft:crafting_shaped,mud_brick_wall,6,,['mud_bricks'],[6],[1.0]
minecraft:stonecutting,mud_brick_wall,1,,['mud_bricks'],[1],[1.0]
minecraft:crafting_shapeless,mushroom_stew,1,,"['brown_mushroom', 'red_mushroom', 'bowl']","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shaped,music_disc_5,1,,['disc_fragment_5'],[9],[1.0]
minecraft:smithing,netherite_axe,1,,"['diamond_axe', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,netherite_block,1,,['netherite_ingot'],[9],[1.0]
minecraft:smithing,netherite_boots,1,,"['diamond_boots', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smithing,netherite_chestplate,1,,"['diamond_chestplate', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smithing,netherite_helmet,1,,"['diamond_helmet', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smithing,netherite_hoe,1,,"['diamond_hoe', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,netherite_ingot,1,netherite_ingot,"['netherite_scrap', 'gold_ingot']","[4, 4]","[0.5, 0.5]"
minecraft:crafting_shapeless,netherite_ingot,9,netherite_ingot,['netherite_block'],[1],[1.0]
minecraft:smithing,netherite_leggings,1,,"['diamond_leggings', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smithing,netherite_pickaxe,1,,"['diamond_pickaxe', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,netherite_scrap,1,,['ancient_debris'],[1],[1.0]
minecraft:blasting,netherite_scrap,1,,['ancient_debris'],[1],[1.0]
minecraft:smithing,netherite_shovel,1,,"['diamond_shovel', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smithing,netherite_sword,1,,"['diamond_sword', 'netherite_ingot']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,nether_brick,1,,['netherrack'],[1],[1.0]
minecraft:crafting_shaped,nether_bricks,1,,['nether_brick'],[4],[1.0]
minecraft:crafting_shaped,nether_brick_fence,6,,"['nether_brick', 'nether_bricks']","[2, 4]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,nether_brick_slab,6,,['nether_bricks'],[3],[1.0]
minecraft:stonecutting,nether_brick_slab,1,,['nether_bricks'],[1],[1.0]
minecraft:crafting_shaped,nether_brick_stairs,4,,['nether_bricks'],[6],[1.0]
minecraft:stonecutting,nether_brick_stairs,1,,['nether_bricks'],[1],[1.0]
minecraft:crafting_shaped,nether_brick_wall,6,,['nether_bricks'],[6],[1.0]
minecraft:stonecutting,nether_brick_wall,1,,['nether_bricks'],[1],[1.0]
minecraft:crafting_shaped,nether_wart_block,1,,['nether_wart'],[9],[1.0]
minecraft:crafting_shaped,note_block,1,,"['planks', 'redstone']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,oak_boat,1,boat,['oak_planks'],[5],[1.0]
minecraft:crafting_shapeless,oak_button,1,wooden_button,['oak_planks'],[1],[1.0]
minecraft:crafting_shapeless,oak_chest_boat,1,chest_boat,"['chest', 'oak_boat']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,oak_door,3,wooden_door,['oak_planks'],[6],[1.0]
minecraft:crafting_shaped,oak_fence,3,wooden_fence,"['stick', 'oak_planks']","[2, 4]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,oak_fence_gate,1,wooden_fence_gate,"['stick', 'oak_planks']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shapeless,oak_planks,4,planks,['oak_logs'],[1],[1.0]
minecraft:crafting_shaped,oak_pressure_plate,1,wooden_pressure_plate,['oak_planks'],[2],[1.0]
minecraft:crafting_shaped,oak_sign,3,wooden_sign,"['oak_planks', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,oak_slab,6,wooden_slab,['oak_planks'],[3],[1.0]
minecraft:crafting_shaped,oak_stairs,4,wooden_stairs,['oak_planks'],[6],[1.0]
minecraft:crafting_shaped,oak_trapdoor,2,wooden_trapdoor,['oak_planks'],[6],[1.0]
minecraft:crafting_shaped,oak_wood,3,bark,['oak_log'],[4],[1.0]
minecraft:crafting_shaped,observer,1,,"['cobblestone', 'quartz', 'redstone']","[6, 1, 2]","[0.6666666666666666, 0.1111111111111111, 0.2222222222222222]"
minecraft:crafting_shaped,orange_banner,1,banner,"['orange_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,orange_bed,1,bed,"['orange_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,orange_bed,1,dyed_bed,"['white_bed', 'orange_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,orange_candle,1,dyed_candle,"['candle', 'orange_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,orange_carpet,3,carpet,['orange_wool'],[2],[1.0]
minecraft:crafting_shaped,orange_carpet,8,carpet,"['white_carpet', 'orange_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,orange_concrete_powder,8,concrete_powder,"['orange_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,orange_dye,1,orange_dye,['orange_tulip'],[1],[1.0]
minecraft:crafting_shapeless,orange_dye,2,orange_dye,"['red_dye', 'yellow_dye']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,orange_glazed_terracotta,1,,['orange_terracotta'],[1],[1.0]
minecraft:crafting_shaped,orange_stained_glass,8,stained_glass,"['glass', 'orange_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,orange_stained_glass_pane,16,stained_glass_pane,['orange_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,orange_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'orange_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,orange_terracotta,8,stained_terracotta,"['terracotta', 'orange_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,orange_wool,1,wool,"['orange_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,oxidized_cut_copper,4,,['oxidized_copper'],[4],[1.0]
minecraft:stonecutting,oxidized_cut_copper,1,,['oxidized_copper'],[1],[1.0]
minecraft:crafting_shaped,oxidized_cut_copper_slab,6,,['oxidized_cut_copper'],[3],[1.0]
minecraft:stonecutting,oxidized_cut_copper_slab,1,,['oxidized_copper'],[1],[1.0]
minecraft:stonecutting,oxidized_cut_copper_slab,1,,['oxidized_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,oxidized_cut_copper_stairs,4,,['oxidized_cut_copper'],[6],[1.0]
minecraft:stonecutting,oxidized_cut_copper_stairs,1,,['oxidized_copper'],[1],[1.0]
minecraft:stonecutting,oxidized_cut_copper_stairs,1,,['oxidized_cut_copper'],[1],[1.0]
minecraft:crafting_shapeless,packed_ice,1,,['ice'],[9],[1.0]
minecraft:crafting_shapeless,packed_mud,1,,"['mud', 'wheat']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,painting,1,,"['stick', 'wool']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,paper,3,,['sugar_cane'],[3],[1.0]
minecraft:crafting_shaped,pink_banner,1,banner,"['pink_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,pink_bed,1,bed,"['pink_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,pink_bed,1,dyed_bed,"['white_bed', 'pink_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,pink_candle,1,dyed_candle,"['candle', 'pink_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,pink_carpet,3,carpet,['pink_wool'],[2],[1.0]
minecraft:crafting_shaped,pink_carpet,8,carpet,"['white_carpet', 'pink_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,pink_concrete_powder,8,concrete_powder,"['pink_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,pink_dye,2,pink_dye,['peony'],[1],[1.0]
minecraft:crafting_shapeless,pink_dye,1,pink_dye,['pink_tulip'],[1],[1.0]
minecraft:crafting_shapeless,pink_dye,2,pink_dye,"['red_dye', 'white_dye']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,pink_glazed_terracotta,1,,['pink_terracotta'],[1],[1.0]
minecraft:crafting_shaped,pink_stained_glass,8,stained_glass,"['glass', 'pink_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,pink_stained_glass_pane,16,stained_glass_pane,['pink_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,pink_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'pink_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,pink_terracotta,8,stained_terracotta,"['terracotta', 'pink_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,pink_wool,1,wool,"['pink_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,piston,1,,"['cobblestone', 'redstone', 'planks', 'iron_ingot']","[4, 1, 3, 1]","[0.4444444444444444, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111]"
minecraft:crafting_shaped,polished_andesite,4,,['andesite'],[4],[1.0]
minecraft:stonecutting,polished_andesite,1,,['andesite'],[1],[1.0]
minecraft:crafting_shaped,polished_andesite_slab,6,,['polished_andesite'],[3],[1.0]
minecraft:stonecutting,polished_andesite_slab,1,,['andesite'],[1],[1.0]
minecraft:stonecutting,polished_andesite_slab,1,,['polished_andesite'],[1],[1.0]
minecraft:crafting_shaped,polished_andesite_stairs,4,,['polished_andesite'],[6],[1.0]
minecraft:stonecutting,polished_andesite_stairs,1,,['andesite'],[1],[1.0]
minecraft:stonecutting,polished_andesite_stairs,1,,['polished_andesite'],[1],[1.0]
minecraft:crafting_shaped,polished_basalt,4,,['basalt'],[4],[1.0]
minecraft:stonecutting,polished_basalt,1,,['basalt'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone,4,,['blackstone'],[4],[1.0]
minecraft:crafting_shaped,polished_blackstone_bricks,4,,['polished_blackstone'],[4],[1.0]
minecraft:stonecutting,polished_blackstone_bricks,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_bricks,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone_brick_slab,6,,['polished_blackstone_bricks'],[3],[1.0]
minecraft:stonecutting,polished_blackstone_brick_slab,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_brick_slab,1,,['polished_blackstone_bricks'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_brick_slab,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone_brick_stairs,4,,['polished_blackstone_bricks'],[6],[1.0]
minecraft:stonecutting,polished_blackstone_brick_stairs,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_brick_stairs,1,,['polished_blackstone_bricks'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_brick_stairs,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone_brick_wall,6,,['polished_blackstone_bricks'],[6],[1.0]
minecraft:stonecutting,polished_blackstone_brick_wall,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_brick_wall,1,,['polished_blackstone_bricks'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_brick_wall,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shapeless,polished_blackstone_button,1,,['polished_blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone,1,,['blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone_pressure_plate,1,,['polished_blackstone'],[2],[1.0]
minecraft:crafting_shaped,polished_blackstone_slab,6,,['polished_blackstone'],[3],[1.0]
minecraft:stonecutting,polished_blackstone_slab,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_slab,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone_stairs,4,,['polished_blackstone'],[6],[1.0]
minecraft:stonecutting,polished_blackstone_stairs,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_stairs,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_blackstone_wall,6,,['polished_blackstone'],[6],[1.0]
minecraft:stonecutting,polished_blackstone_wall,1,,['blackstone'],[1],[1.0]
minecraft:stonecutting,polished_blackstone_wall,1,,['polished_blackstone'],[1],[1.0]
minecraft:crafting_shaped,polished_deepslate,4,,['cobbled_deepslate'],[4],[1.0]
minecraft:stonecutting,polished_deepslate,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:crafting_shaped,polished_deepslate_slab,6,,['polished_deepslate'],[3],[1.0]
minecraft:stonecutting,polished_deepslate_slab,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,polished_deepslate_slab,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,polished_deepslate_stairs,4,,['polished_deepslate'],[6],[1.0]
minecraft:stonecutting,polished_deepslate_stairs,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,polished_deepslate_stairs,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,polished_deepslate_wall,6,,['polished_deepslate'],[6],[1.0]
minecraft:stonecutting,polished_deepslate_wall,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,polished_deepslate_wall,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,polished_diorite,4,,['diorite'],[4],[1.0]
minecraft:stonecutting,polished_diorite,1,,['diorite'],[1],[1.0]
minecraft:crafting_shaped,polished_diorite_slab,6,,['polished_diorite'],[3],[1.0]
minecraft:stonecutting,polished_diorite_slab,1,,['diorite'],[1],[1.0]
minecraft:stonecutting,polished_diorite_slab,1,,['polished_diorite'],[1],[1.0]
minecraft:crafting_shaped,polished_diorite_stairs,4,,['polished_diorite'],[6],[1.0]
minecraft:stonecutting,polished_diorite_stairs,1,,['diorite'],[1],[1.0]
minecraft:stonecutting,polished_diorite_stairs,1,,['polished_diorite'],[1],[1.0]
minecraft:crafting_shaped,polished_granite,4,,['granite'],[4],[1.0]
minecraft:stonecutting,polished_granite,1,,['granite'],[1],[1.0]
minecraft:crafting_shaped,polished_granite_slab,6,,['polished_granite'],[3],[1.0]
minecraft:stonecutting,polished_granite_slab,1,,['granite'],[1],[1.0]
minecraft:stonecutting,polished_granite_slab,1,,['polished_granite'],[1],[1.0]
minecraft:crafting_shaped,polished_granite_stairs,4,,['polished_granite'],[6],[1.0]
minecraft:stonecutting,polished_granite_stairs,1,,['granite'],[1],[1.0]
minecraft:stonecutting,polished_granite_stairs,1,,['polished_granite'],[1],[1.0]
minecraft:smelting,popped_chorus_fruit,1,,['chorus_fruit'],[1],[1.0]
minecraft:crafting_shaped,powered_rail,6,,"['stick', 'redstone', 'gold_ingot']","[1, 1, 6]","[0.125, 0.125, 0.75]"
minecraft:crafting_shaped,prismarine,1,,['prismarine_shard'],[4],[1.0]
minecraft:crafting_shaped,prismarine_bricks,1,,['prismarine_shard'],[9],[1.0]
minecraft:crafting_shaped,prismarine_brick_slab,6,,['prismarine_bricks'],[3],[1.0]
minecraft:stonecutting,prismarine_brick_slab,1,,['prismarine_bricks'],[1],[1.0]
minecraft:crafting_shaped,prismarine_brick_stairs,4,,['prismarine_bricks'],[6],[1.0]
minecraft:stonecutting,prismarine_brick_stairs,1,,['prismarine_bricks'],[1],[1.0]
minecraft:crafting_shaped,prismarine_slab,6,,['prismarine'],[3],[1.0]
minecraft:stonecutting,prismarine_slab,1,,['prismarine'],[1],[1.0]
minecraft:crafting_shaped,prismarine_stairs,4,,['prismarine'],[6],[1.0]
minecraft:stonecutting,prismarine_stairs,1,,['prismarine'],[1],[1.0]
minecraft:crafting_shaped,prismarine_wall,6,,['prismarine'],[6],[1.0]
minecraft:stonecutting,prismarine_wall,1,,['prismarine'],[1],[1.0]
minecraft:crafting_shapeless,pumpkin_pie,1,,"['pumpkin', 'sugar', 'egg']","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shapeless,pumpkin_seeds,4,,['pumpkin'],[1],[1.0]
minecraft:crafting_shaped,purple_banner,1,banner,"['purple_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,purple_bed,1,bed,"['purple_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,purple_bed,1,dyed_bed,"['white_bed', 'purple_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,purple_candle,1,dyed_candle,"['candle', 'purple_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,purple_carpet,3,carpet,['purple_wool'],[2],[1.0]
minecraft:crafting_shaped,purple_carpet,8,carpet,"['white_carpet', 'purple_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,purple_concrete_powder,8,concrete_powder,"['purple_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,purple_dye,2,,"['blue_dye', 'red_dye']","[1, 1]","[0.5, 0.5]"
